,Nombre,Entidad,Certificacion,Compromiso anual,Atencion compromiso mensual,Devengado,Girado,Avance
8,11,09: HUANCAVELICA,31109229,73301043,109827264,112746720,109190240,
9,11,10: HUANUCO,-16465213,18629475,133721976,143304016,143438678,
10,11,11: ICA,2194828,43221945,161140029,118200457,116537765,
11,11,12: JUNIN,11210107,56967396,188774461,202048621,228678415,
12,11,13: LA LIBERTAD,-3848350,34607623,172258462,204200275,205734297,
13,11,14: LAMBAYEQUE,60961432,67388415,174041866,172996523,164232831,
14,11,15: LIMA,2323082385,2786601842,6370500704,6372049992,6414039463,
15,11,16: LORETO,30147406,71090801,111398453,137879858,171968037,
16,11,17: MADRE DE DIOS,11759955,20937745,37728078,43008691,37241692,
17,11,18: MOQUEGUA,16155528,20344553,38307907,37683865,39405503,
18,11,19: PASCO,-2657044,5694605,56051795,62456215,63653170,
19,11,20: PIURA,161016,61855524,210699870,248164224,310913586,
20,11,21: PUNO,35205415,87451737,255889662,266568091,278000509,
21,11,22: SAN MARTIN,67359383,50125393,129673096,143573482,142305598,
22,11,23: TACNA,9057088,44269942,83615547,86490750,62886294,
23,11,24: TUMBES,-17199147,-5888113,56160037,53436863,50452958,
24,11,25: UCAYALI,15531506,15883161,57791148,71494702,65653821,
25,11,98: EXTERIOR,24022364,34367701,73761120,71121348,71108134,
