,Nombre,Entidad,Certificacion,Compromiso anual,Atencion compromiso mensual,Devengado,Girado,Avance
0,7,01: AMAZONAS,22887385,60982082,63101545,63030599,64684803,
1,7,02: ANCASH,151988396,90405308,188636224,187904431,191868287,
2,7,03: APURIMAC,73376600,60412420,81340385,87158428,88479769,
3,7,04: AREQUIPA,91699829,133131807,143750580,142131913,150135891,
4,7,05: AYACUCHO,122354860,100401625,100429266,101544723,104206256,
5,7,06: CAJAMARCA,286411852,151602993,175246611,174245957,156288909,
6,7,07: PROVINCIA CONSTITUCIONAL DEL CALLAO,26517907,16635393,10757173,37028039,30425764,
7,7,08: CUSCO,8441984,162035913,195762115,198382493,185244274,
8,7,09: HUANCAVELICA,120672086,62519451,81579771,74630243,74129784,
9,7,10: HUANUCO,30137566,71097141,84418461,86781390,96429442,
10,7,11: ICA,14767816,40956813,41901907,44024667,55085222,
11,7,12: JUNIN,79808549,92928998,79688150,76907490,91755505,
12,7,13: LA LIBERTAD,43964265,83747201,158109205,153712740,150744586,
13,7,14: LAMBAYEQUE,32885204,103824781,157161408,144370883,146979067,
14,7,15: LIMA,251683258,349255007,402056425,421911117,383238515,
15,7,16: LORETO,36630845,93530880,143472904,132264263,97420550,
16,7,17: MADRE DE DIOS,27209770,28502628,23407673,26482802,27167617,
17,7,18: MOQUEGUA,11567505,36708368,55911828,53576981,48589757,
18,7,19: PASCO,25270534,41370945,53307517,53021552,50220057,
19,7,20: PIURA,16482678,110974829,243118745,234312961,241689962,
20,7,21: PUNO,123917659,198251310,149312933,140226202,159081555,
21,7,22: SAN MARTIN,38485579,51280330,73196572,73102007,78713719,
22,7,23: TACNA,67427029,64469447,56805225,52431415,51460813,
23,7,24: TUMBES,-5144272,-9886571,15960322,25045639,27273532,
24,7,25: UCAYALI,35731353,41940992,56602508,56061667,44838279,
0,8,01: AMAZONAS,34557429,65089507,60429560,57874309,50189138,
1,8,02: ANCASH,187029164,210032995,270714733,257572931,240881710,
2,8,03: APURIMAC,57624388,79594017,84009899,76809870,82638282,
3,8,04: AREQUIPA,48005253,164425905,141842688,141810461,140355674,
4,8,05: AYACUCHO,76538781,106282509,102020286,111664007,111897594,
5,8,06: CAJAMARCA,90843630,164291248,150036322,144136434,184663257,
6,8,07: PROVINCIA CONSTITUCIONAL DEL CALLAO,13327446,11547006,23782886,26779150,29086613,
7,8,08: CUSCO,188472058,190922680,205003870,219742935,219515237,
8,8,09: HUANCAVELICA,55048833,52547523,60390889,62246819,70023440,
9,8,10: HUANUCO,51312378,80625260,94469305,91069923,86044935,
10,8,11: ICA,36242093,60022481,43226875,59436678,71116783,
11,8,12: JUNIN,60440596,128235814,127929406,134876425,77264717,
12,8,13: LA LIBERTAD,107203336,91197848,166227363,143530760,146856533,
13,8,14: LAMBAYEQUE,69591349,94874053,105458289,110498348,81891961,
14,8,15: LIMA,332872386,478759451,584109036,563961472,554153386,
15,8,16: LORETO,56933093,100525838,124435971,132481676,98504404,
16,8,17: MADRE DE DIOS,-630435,3557522,16897793,19447612,21511957,
17,8,18: MOQUEGUA,20166380,32984428,41059689,48207281,56418499,
18,8,19: PASCO,-14560879,41608543,40478437,40255224,40156234,
19,8,20: PIURA,194103087,247151984,234396448,278143158,243026014,
20,8,21: PUNO,118243767,185350066,138421296,142593777,97284378,
21,8,22: SAN MARTIN,44131854,51484172,73741042,73999718,80052958,
22,8,23: TACNA,45694181,42783232,50407756,52829255,48831073,
23,8,24: TUMBES,11033204,25776779,21173053,29841823,27451817,
24,8,25: UCAYALI,31146132,25686807,35358231,40902403,40225381,
