,Nombre,Entidad,Certificacion,Compromiso anual,Atencion compromiso mensual,Devengado,Girado,Avance
14,9,15: LIMA,2455560626,3669844398,7128265266,7577767286,7128550458,
15,9,16: LORETO,391345767,409080631,463161457,469838850,481403323,
16,9,17: MADRE DE DIOS,124327965,128484511,147491995,150909543,149961482,
17,9,18: MOQUEGUA,80703861,94758512,126758993,126714588,126989228,
18,9,19: PASCO,139752259,108614681,147639401,150961089,160335979,
19,9,20: PIURA,468706063,624303499,734859569,797585421,813135134,
20,9,21: PUNO,420306279,422592707,552168164,544013348,557580711,
21,9,22: SAN MARTIN,244651150,268635789,357195186,361957158,361222129,
22,9,23: TACNA,142356444,198723070,237239732,218657591,230378801,
23,9,24: TUMBES,106874224,94093467,138042927,119084106,119891574,
24,9,25: UCAYALI,204181178,199680012,210736947,212958187,214417761,
25,9,98: EXTERIOR,13188610,19920576,51738303,66371935,66272581,
0,10,01: AMAZONAS,124862156,150724688,283804184,278827523,279774475,
1,10,02: ANCASH,373017004,389389726,536542615,553625683,524685810,
2,10,03: APURIMAC,171257152,249135706,277851606,271385149,246947731,
3,10,04: AREQUIPA,441883396,376610069,510569728,519633132,518070335,
4,10,05: AYACUCHO,243259405,262453333,396243320,397927785,370182873,
5,10,06: CAJAMARCA,294862320,388579727,588403154,589562432,539332796,
6,10,07: PROVINCIA CONSTITUCIONAL DEL CALLAO,106792470,138287724,368531025,413374457,378646489,
7,10,08: CUSCO,585987006,621642671,878831396,868525126,899542495,
8,10,09: HUANCAVELICA,130107205,202796588,232663139,240175429,239610157,
9,10,10: HUANUCO,213457887,201696955,317955603,327542332,314836408,
10,10,11: ICA,95299785,119727726,260377823,273797481,287818711,
11,10,12: JUNIN,252463569,222905413,458564065,471741164,432136193,
12,10,13: LA LIBERTAD,212597020,275103473,568051232,554267144,532265340,
13,10,14: LAMBAYEQUE,128339991,214477795,366872201,375471064,370085387,
14,10,15: LIMA,2523814494,3325657880,6163792310,6258087620,6564867438,
15,10,16: LORETO,323174459,349384463,398587061,435781695,401406379,
16,10,17: MADRE DE DIOS,42768135,52489724,193626435,194543481,195738887,
17,10,18: MOQUEGUA,55996970,72592593,128172585,128091632,127330258,
18,10,19: PASCO,129120056,137149185,141177986,139618061,130770096,
19,10,20: PIURA,375799184,416675944,669950773,731702101,635202554,
20,10,21: PUNO,153926747,284537082,661382009,663709842,652248751,
21,10,22: SAN MARTIN,151536692,168193027,302033143,318759791,302189533,
22,10,23: TACNA,27257122,120807721,184314078,170491449,167594363,
23,10,24: TUMBES,44781632,45069169,109435217,114610574,113815171,
24,10,25: UCAYALI,163422105,146199532,195784123,203513816,201822326,
25,10,98: EXTERIOR,18955786,23229703,73651150,60654943,60546802,
0,11,01: AMAZONAS,42916986,201134354,249060231,227212938,216290525,
1,11,02: ANCASH,330731214,484779314,678373777,610963550,628380846,
2,11,03: APURIMAC,189659912,230305658,279818782,277963213,285499140,
3,11,04: AREQUIPA,314280501,346008653,552556875,507733930,494719802,
4,11,05: AYACUCHO,291196305,262258554,370037127,368084840,384355549,
5,11,06: CAJAMARCA,192641344,296816672,553205947,555513542,609111466,
